Source,Target
ಯೋಗದಲ್ಲಿ,ಯೋಗಡ್
ಮಾಡಬೇಕೆನ್ನುವ,ಮಲ್ಪೊಡು
ಕಟ್ಟಿದ್ದರು.,ಕನ
ಗೊತ್ತಿದೆಯ,ಗೊತ್ತುಂಡ
ನಂತರದ,ಬೊಕ್ಕದ
ಉಳುವವನೇ,ಉಳುವವನೇ
ಹೊಲದೊಡೆಯ,ಹೊಲದೊಡೆಯ
ಕತ್ತಲಾಗುತ್ತಾ,ಕತ್ತಲೆ
ತಲುಪಲೇ,ದ್
ವಿಧಾನಸೌಧದಲ್ಲಿ,ವಿಧಾನಸೌಧಡ್
ಇಲಾಖೆಯ,ಇಲಾಖೆದ
ಪರೀಕ್ಷಾ,ತಾರೀಖ್
ದಿನಾಂಕವನ್ನು,ನ್
ಪ್ರಾರಂಭವಾಗುವ,ಸುರು
15-20,ಆಪಿನ
ಪ್ರಕಟ,ದುಂಬೇ
ಜೀವನದಿಂದ,ಜೀವನರ್ದ್
ಯಾಂತ್ರಿಕ,ಯಾಂತ್ರಿಕ
ಬಂದಿದ್ದೇವೆ,ಬೈದ
ಜೇರ,ಜೇರೊ
ಹತ್ತಿದ,ಬರ್ತಿನ
ಮನು,ಮನು
ಜಾರಲಿಲ್ಲ,ಪುಷ್ಪನ
ಪುಷ್ಪನ,ಬದ್ಕ್ಀಗ್
ಬದುಕಿಗೆ,ಬೊಸ
ಪ್ರವೇಶಿಸುವಾಗಲೇ,ಮಿತ್ತ್
ಕೇಳಬೇಡಿ,ಕೇಣಡೆ
ಕ್ರಿಯೆಗೆ,ಕ್ರಿಯೆಕ್ಕ್
ಆದಲೆಂದು,ಆಯೊಲುಂದು
ಸಂಕಷ್ಟದಲ್ಲಿ,ಸಂಕಷ್ಟಡ್
ಶಂಕರಪುರ,ಶಂಕರಪುರ
ಬೆಳೆಗಾರರಿಗೂ,ಬುಲೆಗಾರೆರೆಗ್ಲಾ
ಗಂಗು,ಗಂಗು
ಬೈದನ್ನು,ಬೈದನ್
ಒಕ್ಕೆಲ್,ಒಕ್ಕೆಲ್
ಸಕ್ಕೆಲ್,ಸಕ್ಕೆಲ್
ಕಾರ್ರ್ಯದರ್ಶಿ,ಕಾರ್ಯದರ್ಶಿ
ಉಷ,ಉಷ
ಶೆಟ್ಟಿಗಾರ್‍ರವರ,ಶೆಟ್ಟಿಗಾರ್
ವಿವಾಹದ,ಮೆರೆನ
21ನೇ,ಮದಿಮೆದ
ಗುಣಕಾಂತ್,ಒತ್ತು
ಭಾರತಿ,ಗುರ್ಕಾರ್ಲಾಯಿನ
ಕರ್ಜೆಯವರ,ಭಾರತಿ
16ನೇ,ಕರ್ಜೆ
ವಾಘಷಿಯರವರು,ಪೊರ್ತುಡು
ಗೌರವಿಸಿದರು.,ಶಾಲು
ಆದಿನಾಥೇಶ್ವರ,ಆದಿನಾಥೇಶ್ವರ
ಆಸ್ತಿಪಾಸ್ತಿಗಳಿಗೆ,ಆಸ್ತಿಪಾಸ್ತಿಲೆಗ್
ನಷ್ಟವಾಗಿದೆ.,ನಷ್ಟ
ವಿಷು,ಬಿಸುಡ್ದು
ಅವಶ್ಯವಿರುವ,ಅವಶ್ಯ
ಕಲಾವಿದರು,ಉಪ್ಪುನ
"9164521588,",ಮೊಬೈಲ್
7411161662,",ಅತ್ತುಂಡ"
ಪದಾಧಿಕಾರಿಗಳನ್ನು,ಫೌಂಡೇಶನ್
ತಾರೀಕಿನ,ಮೇ
"ಹೆಸರು,",ಸಂಪರ್ಕ
ವಿಳಾಸ,ಮಲ್ತ್
ಆಡ್ಯಾರ್,ಪ್ರಧಾನ
ನೆತ್ತರ,ನೆತ್ತೆರ
ಮಾನಿ,ಮಾನಿ
ಮತ್ತೆಯೂ,ಬೊಕ್ಕಲಾ
ಹಣ್ಣಿನ,ಗಾರ್ಯೊ
ಮುಳ್ಕ,ಮಲ್ತ್
ಅಂಗವಾಗಿ,ಅಂಗವಾದ್
"ನೃತ್ಯ,",ಕಾರ್ಯಕ್ರಮೊಡು
"ಸಂಗೀತ,","ನೃತ್ಯ,"
"ವಾದ್ಯವೃಂದ,","ಸಂಗೀತ,"
ಪ್ರತಿಭಾ,"ವಾದ್ಯವೃಂದ,"
ಹುಟ್ಟಿಸಿದ,ಪುಟ್ಟಾಯಿ
ಅನ್ಯಾಯಕ್ಕೆ,ಅನ್ಯಾಯೊಗು
ಒಟ್ಟಾಗುತ್ತಾರೆ,ಒಟ್ಟಾಪೆರು
ನಿಮಿಷ,ನಿಮಿಷ
ನಿಲ್ಲಲ್ಲು,ಉಂತರೆ
ಪುರುಸೊತ್ತು,ಪುರುಸೊತ್ತು
ಕೂರಬೇಕಾಯಿತು,ಕುಲ್ಲೊಡಾಂಡ್
ಕಡಿಮೆಯಾಗಲಿಕ್ಕೆ,ಕಡಮೆಯಾವೆರೆ
ಹರಿಯುತ್ತಿದ್ದಂತೆ,ಅಪ್ಪೆಡ
ಬೇಡಿ,ಪಲಯನ್
ಕಾಣಲು,ಕಾರ್ಲದಂಚಿ
ಕಾರ್ಕಳದತ್ತ,ಪಿದಡುವಲ್
ಆರಂಭಿಕ,ಆರಂಭಿಕ
ಪ್ರಾತ್ಯಕ್ಷಿತೆಯನ್ನು,ಪ್ರಾತ್ಯಕ್ಷಿತೆನ್
ನಡೆಸಲಾಗುತ್ತದೆ.,ನಡಪಾವೊಂದು
ಬೇಜಾರಲ್ಲಿ,ಬೆಜಾರ್ಡ್
ಮರದಿಂದ,ಮರರ್ದ್
ಸೇರಿಸಿದ,ಜನಮಾನಿನ್
ವೆಂಟಿಲೇಟರ್,ವೆಂಟಿಲೇಟರ್
ಸಾಲುವುದಿಲ್ಲ.,ಯಾವುಜಿ.
ಬರಹದ,ಬರವುದ
ದೊಡ್ಡಗಾಳಿ,ಮಲ್ಲಗಾಲಿ
ಬೀಸದ,ಬೀಜಂದಿ
ಬೆಕ್ಕನ್ನು,ಪುಚ್ಚಿನ್‌
ಕೊಂದವರ,ಕೆರಿನಾಯನ
ಅಲ್ಲಾಡುತ್ತಿರುತ್ತದೆ.,ಆಡೊಂದುಪ್ಪುಂಡ್‌
ಚೆಲ್ಲುವುದು,ಬಿರ್ಕುನ
ನೆನಪುಗಳ,ನೆಂಪುಲೆನ
ಅಳಿಸುತ್ತಾ,ಮಾಜೊಂದು
"ಅಲೆ,","ಅಲೆ,"
"ಲಾಕ್‍ಡೌನ್,",ಲಾಕ್
ಕರ್ಫ್ಯೂವಿನಿಂದಾಗಿ,"ಡೌನ್,"
ಶೇಕಡಾ,ಸಂಗ್ರಹ
ಕುಗ್ಗಿದೆ.,50
ಪ್ರಣಯ,ಪ್ರಣಯ
ದಾರುವಿನ,ದಾರುನ
ತೊಟ್ಟಿಲ,ತೊಟ್ಟಿಲ
ಹೊರಿಸುತ್ತಾ,ತುಂಬಾವೊಂದು
ಸೂಟಾನು,ತೂಟಾನು
ಬೇಡನನ್ನು,ಬೇಡನು
ಚಳಿಕಾಯಿಸುತ್ತಾನೆ,ಚಳಿಕಾಯ್ಪವೆ
ಅನಿಸಬಹುದು,ಎಣ್ಣೊಲಿ
ಕೊಂಡೊಗಿಯೂ,ಕೊನದುಲಾ
ಹಾಕುತ್ತಿದ್ದರಂತೆ,ಪಾಡೆದೆರುಗೆ
ದೈವಕ್ಷೇತ್ರದಲ್ಲಿ,ದೈವೆಚ್ಚಿಡು
ದೊಂದಿ,ಸೂಕೆ
ಹಿಡಿದವರು,ಪತ್ತಿನಕ್ಲ್
ನಿಲ್ಲಿರುತ್ತಾರೆ,ಉಂತುದಿಪ್ಪುವೆರ್
ಇರುವವನೂ,ಉಪ್ಪುನಾಯೆಲಾ
ಅವನೆಂದು,ಅಯೆನೇಂದ್
ಚಂದವಾಗುವಂತೆ,ಪೊರ್ಲಾಪಿಲೆಕ್ಕೊ
ಬದುಕಿದರು,ಬದ್ಕಿಯೆರಕುಲು
ನಾವೇ,ನಮನೆ
ಬಿಟ್ಟೆವು,ದಕ್ಕಿಯ
ನೆನಪೂ,ನೆಂಪುಲಾ
ವಿಷಯಗಳಿಂದ,ಇಸಯೊಲೆರ್ದ್
ಉಳಿಸಲು,ಒರಿಪಾಯರೆ
ಕೌಟುಂಬಿಕ,ಕೌಟುಂಬಿಕ
ವೈದ್ಯಾಕೀಯ,ವೈದ್ಯಾಕೀಯ
ವೈಜ್ಞಾನಿಕ,ವೈಜ್ಞಾನಿಕ
ಹಾಗಂತೆ,ಅಂಚಗೆ
ಹೀಗಂತೆ,ಇಂಚಗೆ
ಮನೆಗಳಲ್ಲಿ,ಇಲ್ಲಲೆಡ್
"ವೈದ್ಯಾಧಿಕಾರಿ,","ವೈದ್ಯಾಧಿಕಾರಿ,"
ಆಫೀಸರ್,ಆಫೀಸರ್
3750,ವ್ಯಾಕ್ಸಿನ್
ತಿಂಡಿಯಲ್ಲೇ,ತಿನಸ್ಀಡೇ
ಮದ್ದೂ,ಮರ್ದ್ಀಲಾ
ಹುಲಿಯ,ಪಿಲಿತ
ಇಟ್ಟಿರಿ,ದೀಯರ್
ಪತ್ನಿಯ,ಬುಡೆದಿನ
ಬೆಂಬಲವನ್ನು,ಬೆರಿಸಾಯೊನುಲಾ
ಅಡಿಮೇಲಾಗಿ,ಅಡಿಮೇಲಾದು
ಮೆದು,ಮೆದು
ಕಂಗೆಟ್ಟು,ಕಂಗೆಟ್ದ್
ಕಂಗಾಲು,ಕಂಗಾಲ್
ಹೋಗಿದ್ದೇವೆ,ಪೋತ
ಚೆನ್ನ,ಚೆನ್ನೆ
ಆಡುತ್ತಾ,ಗೊಬ್ಬೊಂದು
ಭಾಷೆಯೆಂದು,ಗುರುತಿಸಂಡ
ಗುರುತಿಸಿದರೆ,ತುಳುತ
ಏಳಿಗೆಗೆ,ನಾನಾತ್
(ಅಭಿವೃದ್ಧಿಗೆ),ಸಾಮರ್ತ್ಯೊ
ನಿಟ್ಟಿನ್‍ಲ್ಲಿ,ನೆಲೆಟ್ಟ್
ಮಾರ್ಕೆಟನ್ನು,ಮಾರ್ಕೆಟ್
ಕೇರಿಯ,ಕೇರಿದ
ಹತ್ತುನಲವತ್ತು,ಪತ್ತ್
ಎಂತದ್ದು,ಯೆಂಚಿನ
ನಾಲಿಗೆಯಲ್ಲಿ,ನಾಲಿಗೆಡ್
ಬರುತ್ತದ,ಬರ್ಪುಂಡ
ಯಾತಕೆ,ಅಡೆಗ್
ನೀರ,ನೀರ
ನೆರೆಳಿನ,ನೆರೆಳುದ
ಗುಂಡ,ಗುಂಡ
"ದಿನಸಿ,",ದಿನಸಿ
ತಿನಿಸುಗಳ,ತೆನಸ್
6.00,ಅಂಗಡಿ
12.30ರ,ಗಂಟೆರ್ದ್
ಉದ್ಯಮದ,ಉದ್ಯಮದ
ಪುನರಾರಂಭಕ್ಕೆ,ಪುನರಾರಂಭಗ್
ಕಾರ್ಮಿಕ,ಕಾರ್ಮಿಕ
ಆಯುಕ್ತರು,ಆಯುಕ್ತೆರ್
ಗೂಂಟಕ್ಕೆ,ಗೂಂಟೊಗು
ಉಯ್ಯಾಲೆಯಲ್ಲಿ,ಉಯ್ಯಾಲೆಡ್
ತೂಗಿದರು,ಒಚ್ಚಿಯೆರ್
ತಾಗುತ್ತದೆ,ತಾಂಟುಂಡು
ಕತ್ತಲೆಯ,ಕತ್ತಲೆದ
ಹೋಗುತ್ತಿರುವಾಗ,ಪೋಂದುಪ್ಪುನಗ
ಅಗೇಲು,ಅಗೇಲ್
ಪರ್ವ,ಪರ್ವ
ಮುಂದುವರಿಸುತ್ತದೆ,ದುಂಬರಿಸಾವುಂಡು
ಕಡಿಮೆಯಾದರೂ,ಕಮ್ಮಿಯಾಂಡಲಾ
ಸಾರ್ವಜನಿಕವಾಗಿ,ಸಾರ್ವಜನಿಕವಾದ್
ಇಷ್ಟರವರೆಗೆ,ಈತ್ನೆಟ
ತಂಪಾಗಿದೆ,ಸಂಪಾತುಂಡು
ಕೊರಗರಲ್ಲಿ,ಕೊರಗರೆಡ
ಬಡಿಸುತ್ತಿದ್ದರು,ಬೊಟ್ಟಾವೋಂದಿತ್ತೆರು
ಅನುದಾನದ,ಗ್ರಾಂಟ್‍ದ
ಅರ್ಜಿಯನ್ನು,ಅರ್ಜಿನ್
ತಳಿ,ತಳಿ
ಲಾಭ,ಲಾಭ
ನಷ್ಟದ,ನಷ್ಟೊದ
ಯೋಚನೆ,ಯೋಚನೆ
ಸ್ವಭಾವ,ಸ್ವಭಾವೊ
ವ್ಯಾವಹಾರಿಕ,ಬ್ಯಾರೊದ
ಏರಿದ,ಏರಿನ
ಹಗಲಲ್ಲೇ,ಪಗೆಲ್ಡೆ
ಮುಳುಗಿಸಿ,ಮುರ್ಕಾದ್‌
ಖಾಲಿ.,ಕಾಲಿ
ಜಗಳದ,ಲಡಾಯಿದ
ಹಿರಿಯರಲ್ಲಿ,ಹಿರಿಯೆರ್ಡ
ತಿಳಿದುಕೊಂಡಿದ್ದಾರೆ,ಆತ್
ಬರೆಯುತ್ತಾ,ನೆಲಟ್
ಕಾಮಕೇಳಿಗೆ,ಗೀರೊಂದು
ಸುಳ್ಳನ್ನು,ಪಜಿ
ಸತ್ಯದಂತೆ,ಕಳುನು
ಬಣ್ಣಿಸುತ್ತಾರೆ,ಕನತ್
ಹೊರಗಿನ,ಪಿದಯಿದ
ವಾತಾವರಣದ,ವಾತಾವರಣೊದ
ಇಡುತ್ತದೆ,ದೀಪುಂಡು
ಜೋರಿನವಳು,ಜೋರುದಾಲ್
ಆಗುತ್ತಾಳೆ,ಆಪೊಲು
ಶೂರ್ಪನಖಿಯಂತೆ,ಸೂರ್ಪನಖಿನಂಚ
ಸಾಯುವಾಗಲೂ,ಸೈಯಿನಗಲಾ
ವಿಧಿ,ವಿಧಿ
ವಿಧಾನದಂತಹ,ವಿದಾನದಂಚಿನ
ಹಿಂದಿನಿಂದಲೂ,ಪಿರಾಕುಡು
ಅವರವರಿಗೆ,ಅಕ್ಲೆಕ್ಲೆಗ್
ಹೊದಿಸಬೇಕಾದಿತು,ಪೊದೆಪ್ಪೊಡ್
ತಾಯಿಯು,ಅಪ್ಪೆಲಾ
ಬರಟ್ನೋವು,ಬರಟ್ನೋವು
ತಡ್ಪೆ,ತಡ್ಪೆ
ಸೂಪು,ಸೂಪು
ಬುಟ್ಟಿ,ಬಟ್ಟಿ
ಕರಕುಶಲ,ಕರಕುಶಲ
ಬಿದಿರಿನಲ್ಲೇ,ಬೆದುರುಡೆ
ಹೊಡೆಯಲಿಕ್ಕೆ,ಗುದ್ದೆರೆ
ಇಂಚಿಂಚು,ಇಂಚಿಂಚಿಗ್ಲಾ
ನೋಡುತ್ತಿದ್ದದ್ದೇ,ತೂಪೆದುನನೆ
ಅಪರೂಪ,ಅಪರೂಪ
ಲಾಂಬು,ಲಾಂಬು
ಅನಬೆ,ಅನಬೆ
ಕೊಡೆಯ,ಕೊಡೆತ್ತ್
ಶುಧ್ದ,ಬುಡ್ಪೆರ್
"ಶಿರೂರು,","ಶಿರೂರು,"
"ಹೆಜಮಾಡಿ,","ಹೆಜಮಾಡಿ,"
"ಹೆಬ್ರಿ,","ಹೆಬ್ರಿ,"
"ಕೊಲ್ಲೂರು,","ಕೊಲ್ಲೂರು,"
"ಕಾರ್ಕಳ,",ಕಾರ್ಕಳ
"ಮಾಳ,","ಮಾಳ,"
ಬೆಳ್ಮಣ್,ಬೆಳ್ಮಣ್
ಅಂತರ್,ಅಂತರ್
ಜಿಲ್ಲೆಯನ್ನು,ಜಿಲ್ಲೆನ್
32,32
ಚೆಕ್‍ಪೆÇೀಸ್ಟ್‍ಗಳನ್ನು,ಚೆಕ್‌ಪೋಸ್ಟ್‌ಲೆನ್
ಅಧೀಕ್ಷಕ,ಅಧೀಕ್ಷಕ
ಎಸ್ಪಿ,ಎಸ್ಪಿ
ವಿಷ್ಣುವರ್ಧನ್,ವಿಷ್ಣು
ತಿಳೀಸಿದ್ದಾರೆ.,ವರ್ಧನ್
ತಾಗುವಾಗ,ಕತ್ತಿ
ಹಾಗೆಮಾಡಿದರೆ,ಅಪಗಾಂಡ
ನೀಚನಾದ,ನೀಚೆ
ಗಾಳ,ಕೂಜೆ
ಬುಟ್ಟಿಯಲ್ಲಿ,ಮಕ್ಕೆರಿಡ್
ಕಾರ್ಯಕರ್ತ,ಕಾರ್ಯಕರ್ತ
ಅರ್ಡಿ,ಆರ್ಡಿ
ಕೋವಿಡ್‍ನಂತಹ,","
ಖರ್ಚಿನಲ್ಲಿ,ಕಡಿಮೆ
ಉಡುಪರವರು,ಮುಖೇನ
ಜನಮನ್ನಣೆಗೆ,ಡಾ.
ಪಾತ್ರರಾಗಿದ್ದಾರೆ.,ಉಡುಪ
ಕಳೆದಂತೆ,ಕರಿನಂಚ
ತನ್ಮಯತೆ,ತನ್ಮಯತೆ
ಸತ್ಯಮೂರ್ತಿಯಾಗಿ,ಸತ್ಯಮೂರ್ತಿಯಾದ್
ಮಾಡಿದಳು,ಮಲ್ದಲ್
ಬಾಗಿನ,ಬಾಗಿನ
ಅರ್ಪಣೆ,ಅರ್ಪಣೆ
ಹಿಂದಿನಿಂದಿತ್ತು,ಪಿರಾಕ್ಀಡಿತ್ತಂಡ್
ಉಬ್ಬಲಿಕ್ಕೆ,ಉಬ್ಬೆರೆ
ಮಾಡಿಕೊಟ್ಟವರು,ಮಲ್ತ್‌
ಯಾರು?,ಕೊರಿನಕ್ಷು
ಅದರಲ್ಲಿದ್ದ,ಆಯಿಟಿತ್ತಿನ
ಅಳುವುದಾರು,ಬುಳಿಪುನೇರ್
ಬಂದೆತ್ತಿದೆವು,ಬತ್ತೆತ್ತಿನಿ
ಅಂದವನ್ನು,ಪೊರ್ಲುನು
ಪೊಂಗರೆಯ,ಪೊಂಗರೆದ
ಏಳುತ್ತಾ,ಲಕ್ಕೊಂದು
ತೆವಳುತ್ತಾ,ಪೊರೆಲೊಂದು
ವ್ಯಕ್ತಿ,ಕಣ್ಣ್
ಕೆಲಸದವರ,ಚಾಕ್ರಿದಕ್ಲೆನ
ಹೋಗಿದ್ರು,ಪೋಯೆರ್
ಇದರಿಂದ,ಉಂದೆರ್ದಾತ್ರ
ಕ್ರಿಕೆಟ್,ಕುಲ್ದು
ವೀಕ್ಷಿಸುವ,ಕ್ರಿಕೆಟ್
ಅಭಿಮಾನಿಗಳಿಗೆ,ಕ್ರಿಕೆಟ್
ನಿರಾಸೆಯಾಗಿದೆ.,ಭಾರಿ
"ಭಿಕ್ಷುಕರಿಗೆ,",ಭಿಕ್ಷುಕೆರೆಗ್
ಮಾನಸಿಕ,",ಮಾನಸಿಕ"
"ಅಸ್ವಸ್ಥರಿಗೆ,","ಅಸ್ವಸ್ಥೆರೆಗ್,ಗತಿದಾಂತೆನಕಲೆಗ್"
ನಿರ್ಗತಿಕರ,ಬಂಜಿದ
ನಾಡಿನಲ್ಲಿ,ನಾಡುಡು
ಪತ್ತೆಯಾಗುತ್ತಿರುವ,ಪತ್ತೆ
"ದೆಹಲಿ,",ಆವೊಂದು
"ಮಹಾರಾಷ್ಟ್ರ,",ಉಪ್ಪುನ
"ಉತ್ತರಪ್ರದೇಶ,","ದೆಹಲಿ,"
ಕಾನ್ಸಂಟ್ರೇಟರ್,ರಾಜ್ಯಗ್
ಗಾಂಧಿಯವರು,ಗಾಂದಿಯೆರ್‌
ಭಾರತೀಯರೆಲ್ಲರೂ,ಭಾರತೀಯೆರ್‌
ಒಂದಾಗಲು,ಒಂಜಾಯೆರೆಲೆಪ್ಪು
ಸುಮತಿಯಕ್ಕನೊಂದಿಗೆ,ಸುಮತಿಯಕ್ಕನೊಟ್ಟುಗ್
ಓಕುಳಿಯ,ಓಕುಲಿಡ್
ಹೊರಲಾಡುತ್ತಾನೆ,ಪುಡೆರುವೆ
ಭಾರವಾಗುತ್ತಾ,ಗ್
ಬೇಟೆಯಲ್ಲಿರುವವರಿಗೆ,ನಾಶೊದ
ಹೇಳುವವರಾರು,ಸಾದಿ
ತಿರುಳಿನ,ತಿರ್ಲ್
ತೂಕದ,ಮೋಕೆ
ಬಿದ್ದಿತ್ತಲ್ಲ,ಬೂರುಂಡತ್ತ
ಹಲಸನ್ನು,ಪೆಲಕಾಯಿನ್
ಕಡೆಯಲ್ಲೂ,ಕಡೆಟುಲಾ
22ನೇ,೨೨ನೇ
"ಅಕ್ಟೋಬರ್,","ಅಕ್ಟೋಬರ್,"
ಬೇಸಾಯದವರ,ಬೆನ್ಪಿನಕುಲೆನ
ಪದ್ದತಿಗಳು,ಪದ್ದತಿಲು
ಆವತ್ತೂ,ಆನಿಲ
ಎಲ್ಲಿಯಾದರು,ಓಡೆಲ
ತಿರುಗಳು,ತಿರ್ಗರೆ
ಕೊಂಡೊದಾಗ,ಕೊನೊನಗ
ತಿಲಕ,ಬೊಟ್ಟು
ಗಲ್ಲಕ್ಕೆ,ಗಲ್ಲೊಗು
ನಾಯಿಗೆ,ನಾಯಿಗ್
ಕಾಲುಗಳಿವೆ,ಕಾರ್
ಮೈಸಾಂದರೆ,ಮೈಸಾಂದರೆ
ಕಿನ್ನಿಕೊಡಂಗ,ಕಿನ್ನಿಕೊಡಂಗ
ಸಿರಿಬೊಲ್ಲಿ,ಸಿರಿಬೊಲ್ಲಿ
ಲೆಕ್ಕೆಸಿರಿ,ಲೆಕ್ಕೆಸಿರಿ
ದೈಅಗಳ,ದೈವೊಲೆ
ಖಾಯಿಲೆಯಿಂದ,ಸಿರ್ಕುದ್
ನಾರು,ನಾರ್
ಜಾನಪದದಲ್ಲಿ,ಜಾನಪದಡು
ಹೆಸರೇನು?,ಪುದರ್‌
ಪಂಚವರ್ಣದ,ಪಂಚವರ್ಣೊದ
ನಾಗಜಡೆಯ,ನಾಗಜಿಡೆತ
ಇನೂರ,ಇನೂರ
ಎಂಗ್ಸೂರ,ಎಂಗ್ಸೂರ
ಯಾರದ್ದೋ,ಯೆರೊ
ಧರ್ಮನಡಾವಳಿ,ಧರ್ಮನಡವಳಿ
ಸನ್ಮಾನಕ್ಕಾಗಿ,ಮಲ್ಪೆರೆಗಾದೆ
ಕರೆದಿದ್ದಾನೆ,ಎನನ್
ಹಾದಿಯಲ್ಲೇ,ತಾದಿಡೆ
ಕಾಲೆ,ಕಾಲೆ
ನಲಿಯುತ್ತಾರಂತೆ,ನಲಿಪುವೆರುಗೆ
ಬೀಳದು,ಬೂರಂದು
ಕಾರ್ಯಕ್ರಮ.,ಈ
ಅಂಗಾರ,ಅಂಗಾರ
ಚಿಕ್ಕಮಂಗಳೂರು,ಚಿಕ್ಕಮಂಗಳೂರು
ಮೊಲ,ಮುಗೆರ್
ಅಡಿಚಡಿಯಲ್ಲಿ,ಅಡಿಚಡಿಟ್
ಚರ್ಕ,ಚರ್ಕ
ನೂರಿ,ನೂರುದ್
ಬಚ್ಚಿ,ದೆಂಗ್ಀದ್
ಕುಳಿತುಕೊಳ್ಳುತ್ತವೆ,ಕುಲ್ಲಿಯ
ಹೆದರಿಕೆಯಲ್ಲಿ,ಪೋಡಿಗೆದೊಟ್ಟುಗು
ರತ್ನ,ರತ್ನ
ಶುಕ್ರವಾರ,ಶುಕ್ರವಾರ
ನಡೆದಿದೆ,ನಡತುದುಂಡು
ತಡವಾಗಿ,ತಡವಾದ್
ಪಾರ್ದನದಲ್ಲೂ,ಪಾರ್ದನಡುಲಾ
ಕೇಳಬಹುದು,ಕೆನೊಲಿ
ಅರಸರಾದ,ಅರಸುಲಾಯಿನ
ಕೊಕ್ಕೊಕೋಕೋ,ಕೊಕ್ಕೊಕೋಕೋ
ಅರೆಬಾಯಿ,ಅರೆಬಾಯಿ
ಕೂಗುತ್ತಿದ್ದವು,ಕೆಲೆತೊಂದಿತ್ತ
ಬದುಕಲ್ಲಿ,ಬದ್ಕ್ಀಡ್
ಯಾವುದನ್ನೂ,ಒವೆನುಲಾ
ಅದಕ್ಕೊಂದು,ಅಯಿಕ್ಕೊಂಜಿ
ಕಾರಣವೂ,ಕಾರಣಲಾ
ಗಂಗಾಧರ,ಗಂಗಾಧರ
ತಿಲಕರು,ತಿಲಕೆರ್
ಗಣೇಶೋತ್ಸವವನ್ನು,ಗಣೇಶೋತ್ಸವನ್
ಚಳಿಯಲ್ಲಿ,ಚಳಿಟ್
ನಡುಗುತ್ತಾನೆ,ನಡುಗುವೆ
ಆಕಾಶದಲ್ಲೇ,ಬಾನೊಡೇ
ಮುಚ್ಚಿಗೆಯಲ್ಲಿ,ಮುಚ್ಚಿಗೆಡ್
ಮಿಂಚಾಗಿ,ಗಲ್ಕ್
ಮಿನುಗುತ್ತಿರುವ,ಡ್
ನಕ್ಷತ್ರಗಳು,ಸಾರ
ಕೆಸುವಿನ,ಸೇವುದ
ಪತ್ರಡ್ಯೆಗೆ,ಪತ್ರಡ್ಯೆಗ್
ನೆಲಕೈಯ,ನೆಲಕೈದ
ವಾಲಿದೆ,ಮಾಲ್ದುಂಡು
ಸರ್ಪವೂ,ಸರ್ಪಲಾ
ಸಾಯಬೇಕು,ತಯ್ಯೊಡು
ಕೋಲೂ,ಕೋಲುಲಾ
ತುಂಡಾಗಲೂ,ತುಂಡಾವರೆ
ಕಳೆಯಿತು.,ಕರಿ೦ಡ್‌
ಪೂರಕವಾದ,ಪೂರಕವಾಯಿನ
ಹಾಗೆಂದು,ಅಂಚ
ಕೊಂಡರೆ,ಪಂಡ
ಕೆತ್ತಿಸಿ,ಕೆತ್ತುದ್
ಇಳಿ,ಪ್ರಾಯೊದ
ವಯಸ್ಸಿನಲ್ಲಿ,ಪೊರ್ತುಡುಲಾ
ಮಾಡಿಕೊಳ್ಳಬೇಕು,ಮಲ್ತೊನೊಡು
ಕೇಳಬಹುದೆ,ಕೇನೊಲಿಯ
ನಡೆಯಲ್ಲಿ,ನಡೆಟ್
ಒಡತಿಯಾಗಿ,ಗುರ್ಕಾರ್ದಿಯಾದ್
ಬಿಡದ,ಬುಡಂದಿ
ಆರುಕೈಯಲ್ಲಿ,ಅಜಿಕೈಟ್
ಪೊರಿತ್ಯರ್,ಪೊರಿತ್ಯರ್
ಏಳೇಳು,ಏಳೆಳ್
ತಣಿಸಿಕೊ,ತಣಿಪಲ
ಮಾನ,ಮಾನ
ಮೊನ್ನೆಯಿಂದ,ಮೂರಾನಿದಿಂಚಿ
ಜೈ,ಜೈ
ಕಡಿಸಿ,ಕುದ್ಪಾದ್
ಉಪಯೋಗವಿದ್ದ,ಉತ್ಪತ್ತಿಇತ್ತಿನ
ಪುರು,ಪುರು
ನಮ್ಮದೊಂದು,ನಮ್ಮೊಂಜಿ
ಕೊರಗುಲೆ,ಕೊರಗುಲೆ
ಕೋಲದವರ,ಕೋಲದಕಕ್ಲೆನ
ದೂಪೆಗೆ,ದೂಪೆಗ್
ಕೋಲವು,ಕೊಲಲಾ
ದಾನಿಗಳ,ಬೊಕ್ಕ
ಸಹಾಯದಿಂದ,ದಾನಿಲೆನ
"ಜೆ.ಆರ್.ಲೋಬೋ,",ಜೆ.ಆರ್.
ಮನಪಾ,"ಲೋಬೋ,ಮನಪಾ"
ವಿಪಕ್ಷ,ವಿಪಕ್ಷ
ವಿನಯರಾಜ್,"ವಿನಯರಾಜ್,ಬೊಕ್ಕ"
ಪದಾಧಿಕಾರಿಗಳಾದ,ಸುಭೋದ್
ಸುಭೋದ್,"ಆಳ್ವ,"
"ಕುಂಜತ್ತಬೈಲ್,","ಸಾಲ್ಯಾನ್,"
"ಸಾಲ್ಯಾನ್,","ದಾಸ್,ಸತೇಶ್"
ವಿಶ್ವಾಸ್,"ಶೆಟ್ಟಿ,"
"ದಾಸ್,","ಟಿ.ಕೆ.ಸುಧೀರ್,"
ಸತೇಶ್,"ಅಶ್ರಫ್,"
